,year,trade_density,network_centrality,intra_regional_trade,num_countries
0,2007,0.16650973055555554,0.9990636666666667,18725621.0,6
1,2008,0.16666666666666666,1.0,20677162.0,6
2,2009,0.16650973055555554,0.9990636666666667,15802256.0,6
3,2010,0.16666666666666666,1.0,17887936.0,6
