,year,trade_density,network_centrality,intra_regional_trade,num_countries
0,2007,0.15646578888888887,0.9477139166666667,17417398.2,6
1,2008,0.15552416944444444,0.9436083166666668,19820977.3,6
2,2009,0.151914625,0.9289045666666667,16199632.8,6
3,2010,0.1544256111111111,0.9393473833333332,20871782.7,6
